Company,Product,Type_Name,Inches,Ram,OS,Weight,Price_EUR,Screen,ScreenW,ScreenH,Touch_Screen,IPS_Panel,Retina_Display,CPU_company,CPU_Frequency_GHz,CPU_model,Primary_Storage_GB,Secondary_Storage,Primary_Storage_Type,Secondary_Storage_Type,GPU_company,GPU_model
HP,Probook 440,Notebook,14.00,8,Windows 10,1.63,988.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.60,4,No OS,1.90,252.36,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.30,8,Windows 10,3.00,938.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Lenovo,IdeaPad 320-15IKBN,Notebook,15.60,4,No OS,2.20,499.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX
HP,Envy 13-AD007nv,Notebook,13.30,4,Windows 10,1.32,699.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 5,Notebook,17.30,4,Windows 10,3.00,655.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i3 7130U,1024,0,HDD,No,Nvidia,GeForce MX130
Lenovo,ThinkPad E480,Notebook,14.00,8,Windows 10,1.75,1116.02,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,AMD,Radeon RX 550
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,No OS,2.40,869.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050M
Toshiba,Satellite Pro,Notebook,15.60,4,Windows 10,2.10,602.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,255 G6,Notebook,15.60,4,Windows 10,1.86,369.00,Standard,1366,768,No,No,No,AMD,2.50,A6-Series 9220,256,0,SSD,No,AMD,Radeon R4 Graphics
Asus,ZenBook UX430UA,Ultrabook,14.00,8,Windows 10,1.25,1099.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
HP,EliteBook Folio,Ultrabook,12.50,8,Windows 10,0.97,2014.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.20,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.60,4,Windows 10,2.00,344.00,Full HD,1920,1080,No,No,No,Intel,1.10,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500
MSI,GE72MVR 7RG,Gaming,17.30,16,Windows 10,2.90,2029.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Acer,Aspire A315-51,Notebook,15.60,4,Windows 10,2.10,447.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
Dell,Inspiron 5577,Gaming,15.60,16,Windows 10,2.56,1249.26,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050
Dell,Inspiron 7567,Gaming,15.60,8,Windows 10,2.62,899.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.60,4,Windows 10,1.90,498.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
MSI,GE73VR 7RE,Gaming,17.30,16,Windows 10,2.80,1890.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,EliteBook 840,Ultrabook,14.00,4,Windows 10,1.48,1082.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i5 7500U,256,0,SSD,No,Intel,HD Graphics 620
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.60,6,Windows 10,1.91,619.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.00,4,Windows 10,1.74,629.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.40,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook Flip,2 in 1 Convertible,13.30,8,Windows 10,1.10,1315.00,Full HD,1920,1080,Yes,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5579,2 in 1 Convertible,15.60,8,Windows 10,1.56,1049.00,Full HD,1920,1080,Yes,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
Toshiba,Satellite Pro,Notebook,15.60,4,Windows 10,2.10,447.00,Standard,1366,768,No,No,No,Intel,2.20,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.60,4,Windows 10,2.03,403.00,Standard,1366,768,No,No,No,AMD,3.00,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420
Acer,Aspire A517-51G,Notebook,17.30,4,Windows 10,3.00,805.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150
Dell,Inspiron 3576,Notebook,15.60,8,Windows 10,2.13,728.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520
Lenovo,Legion Y520-15IKBN,Gaming,15.60,16,Windows 10,2.50,1079.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti
Acer,Aspire A315-31,Notebook,15.60,4,Windows 10,2.10,348.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500
MSI,GE63VR 7RE,Gaming,15.60,16,Windows 10,2.40,1799.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Acer,Aspire 3,Notebook,15.60,4,Windows 10,2.10,363.51,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505
Dell,Inspiron 5577,Gaming,15.60,8,Windows 10,2.56,1060.49,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Acer,Aspire A517-51G,Notebook,17.30,8,Windows 10,3.00,854.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150
HP,ProBook 430,Notebook,13.30,4,Windows 10,1.49,754.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620
Huawei,MateBook X,Ultrabook,13.00,8,Windows 10,1.05,1349.00,Full HD,2160,1440,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.30,6,Windows 10,2.71,699.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,2048,0,HDD,No,AMD,Radeon 520
Lenovo,IdeaPad 320-15AST,Notebook,15.60,4,No OS,2.20,309.00,Standard,1366,768,No,No,No,AMD,2.90,A6-Series 9220,500,0,HDD,No,AMD,Radeon R4 Graphics
Toshiba,Satellite Pro,Notebook,15.60,4,Windows 10,2.00,489.00,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 470,Notebook,17.30,8,Windows 10,2.50,923.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Inspiron 3567,Notebook,15.60,8,Windows 10,2.30,459.00,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620
Acer,Aspire A315-51,Notebook,15.60,4,Windows 10,2.10,449.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
MSI,GT80S 6QF-074US,Gaming,18.40,32,Windows 10,4.40,2799.00,Full HD,1920,1080,No,No,No,Intel,2.90,Core i7 6920HQ,512,1024,SSD,HDD,Nvidia,GTX 980 SLI
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.60,8,Windows 10,1.90,813.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,1024,SSD,HDD,AMD,R17M-M1-70
HP,Spectre x360,2 in 1 Convertible,13.30,8,Windows 10,1.29,1499.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Inspiron 5570,Notebook,15.60,16,Linux,2.02,1049.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.23,1399.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.90,16,Windows 10,1.40,1849.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620
Toshiba,Satellite Pro,Notebook,15.60,8,Windows 10,2.00,793.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Xiaomi,Mi Notebook,Notebook,15.60,8,No OS,1.95,1199.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150
Dell,Inspiron 7773,Notebook,17.30,16,Windows 10,2.77,1549.00,Full HD,1920,1080,Yes,No,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 150MX
Dell,XPS 15,Notebook,15.60,16,Windows 10,2.06,2397.00,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,No OS,2.40,779.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Acer,Swift 7,Ultrabook,13.30,8,Windows 10,1.12,989.00,Full HD,1920,1080,No,Yes,No,Intel,1.20,Core i5 7Y54,256,0,SSD,No,Intel,HD Graphics 615
Dell,Inspiron 5770,Notebook,17.30,8,Windows 10,2.80,1085.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.00,16,Windows 10,1.42,2824.00,Standard,2560,1440,Yes,No,No,Intel,2.70,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.00,4,Windows 10,1.30,260.00,Full HD,1920,1080,No,Yes,No,Intel,1.10,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Xiaomi,Mi Notebook,Ultrabook,13.30,8,No OS,1.30,999.90,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce MX150
Lenovo,IdeaPad 320-17IKBR,Notebook,17.30,8,No OS,2.80,698.00,Standard,1600,900,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150
Dell,Inspiron 5379,2 in 1 Convertible,13.30,8,Windows 10,1.62,839.00,Full HD,1920,1080,Yes,Yes,No,Intel,1.80,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620
HP,ProBook 470,Notebook,17.30,8,Windows 10,2.50,914.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce 930MX
Razer,Blade Pro,Gaming,17.30,32,Windows 10,3.49,6099.00,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.90,Core i7 7820HK,1024,0,SSD,No,Nvidia,GeForce GTX 1080
HP,ProBook 430,Notebook,13.30,8,Windows 10,1.49,959.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,512,0,SSD,No,Intel,UHD Graphics 620
HP,Omen 17-W295,Gaming,17.30,16,Windows 10,3.35,1379.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,Probook 470,Notebook,17.30,8,Windows 10,2.50,1045.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX 
Dell,Inspiron 7577,Gaming,15.60,16,Windows 10,2.65,1845.00,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.80,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.60,4,Windows 10,2.10,493.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Acer,Aspire E5-576G,Notebook,15.60,8,Windows 10,2.23,742.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX
Lenovo,Legion Y720-15IKB,Gaming,15.60,16,Windows 10,3.20,1749.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Precision 7520,Workstation,15.60,16,Windows 10,2.80,3055.00,4K Ultra HD,3840,2160,No,No,No,Intel,3.00,Xeon E3-1505M V6,256,1024,SSD,HDD,Nvidia,Quadro M1200
Lenovo,Legion Y520-15IKBN,Gaming,15.60,16,No OS,2.40,1398.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060
Dell,Inspiron 3567,Notebook,15.60,6,Windows 10,2.30,439.00,Standard,1366,768,Yes,No,No,Intel,2.40,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.21,1949.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.20,1449.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,IdeaPad 320-15IKBN,Notebook,15.60,8,Windows 10,2.20,597.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 7,Notebook,15.60,8,Linux,2.40,779.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Asus,ROG GL703VD-GC028T,Gaming,17.30,16,Windows 10,2.90,1407.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.60,4,No OS,2.10,349.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15IKBN,Notebook,15.60,8,No OS,2.20,549.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Huawei,MateBook X,Ultrabook,13.00,8,Windows 10,1.05,1499.00,Full HD,2160,1440,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5370,Ultrabook,13.30,8,Windows 10,1.40,931.88,Full HD,1920,1080,No,Yes,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,AMD,Radeon 530
Lenovo,IdeaPad 320-17IKB,Notebook,17.30,8,No OS,2.80,589.00,Standard,1600,900,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce GTX 940MX
HP,Probook 440,Notebook,14.00,8,Windows 10,1.63,1031.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Latitude 5490,Ultrabook,14.00,8,Windows 10,1.60,1149.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Inspiron 5379,2 in 1 Convertible,13.30,16,Windows 10,1.62,1279.00,Full HD,1920,1080,Yes,No,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620
Dell,Inspiron 3576,Notebook,15.60,8,Linux,2.20,677.35,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.00,8,Windows 10,1.74,899.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Toshiba,Portege Z30-C-16L,Ultrabook,13.30,8,Windows 10,1.20,1363.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.60,8,Windows 10,2.10,794.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620
Dell,Alienware 17,Gaming,17.30,16,Windows 10,4.42,2456.34,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Acer,Aspire E5-576G,Notebook,15.60,8,Windows 10,2.20,832.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,Inspiron 5567,Notebook,15.60,16,Windows 10,2.30,859.01,Full HD,1920,1080,Yes,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445
Asus,Vivobook X541UV-DM1217T,Notebook,15.60,8,Windows 10,2.00,769.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX 
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.30,8,Windows 10,2.69,891.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,500,SSD,HDD,Nvidia,GeForce GTX 950M
HP,ZBook 15u,Notebook,15.60,8,Windows 10,1.90,1269.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,AMD,FirePro W4190M 
Asus,Pro P2540UA-XO0198T,Notebook,15.60,4,Windows 10,2.37,398.99,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.60,4,Windows 10,2.10,330.00,Standard,1366,768,No,No,No,AMD,1.50,E-Series 9000e,500,0,HDD,No,AMD,Radeon R2
Lenovo,Legion Y720-15IKB,Gaming,15.60,16,Windows 10,3.20,1499.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Vostro 5468,Notebook,14.00,8,Windows 10,1.60,859.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire R7,2 in 1 Convertible,13.30,8,Windows 10,1.60,689.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5567,Notebook,15.60,16,Linux,2.36,899.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445
Acer,Aspire A315-51,Notebook,15.60,4,Linux,2.10,390.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.60,4,Windows 10,2.20,575.00,Full HD,1920,1080,No,No,No,AMD,2.50,A10-Series A10-9620P,128,1024,SSD,HDD,AMD,Radeon R5 M430
Asus,ROG G703VI-E5062T,Gaming,17.30,32,Windows 10,4.70,3890.00,Full HD,1920,1080,No,No,No,Intel,2.90,Core i7 7820HK,512,1024,SSD,HDD,Nvidia,GeForce GTX 1080
Acer,Nitro AN515-51,Gaming,15.60,8,Windows 10,2.50,846.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,IdeaPad 320-15ISK,Notebook,15.60,8,Windows 10,2.20,589.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Asus,VivoBook Pro,Notebook,17.30,8,Windows 10,2.10,1145.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,128,1024,SSD,HDD,Nvidia,GeForce 150MX
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.30,8,No OS,2.69,889.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce GTX 950M
Dell,Inspiron 5577,Gaming,15.60,8,Windows 10,2.56,879.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.90,8,Windows 10,1.38,1079.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.60,8,Windows 10,2.20,985.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.60,8,Windows 10,2.04,559.00,Standard,1366,768,Yes,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Asus,Rog G701VIK-BA060T,Gaming,17.30,16,Windows 10,3.60,2999.00,Full HD,1920,1080,No,No,No,Intel,2.90,Core i7 7820HK,256,0,SSD,No,Nvidia,GeForce GTX 1080
HP,ProBook 430,Notebook,13.30,4,Windows 10,1.49,675.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620
Apple,MacBook Pro,Ultrabook,13.30,8,macOS,1.37,2040.00,Standard,2560,1600,No,Yes,Yes,Intel,3.10,Core i5,512,0,SSD,No,Intel,Iris Plus Graphics 650
Dell,Inspiron 5579,2 in 1 Convertible,15.60,8,Windows 10,2.08,819.00,Full HD,1920,1080,Yes,Yes,No,Intel,1.80,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620
Asus,ROG G752VSK-GC493T,Gaming,17.30,16,Windows 10,4.30,1799.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.60,4,Windows 10,1.68,469.00,Standard,1366,768,No,No,No,AMD,3.00,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.90,8,Windows 10,1.37,1849.00,Full HD,1920,1080,Yes,Yes,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620
Acer,Aspire 5,Notebook,17.30,4,Windows 10,3.00,702.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i3 7130U,256,0,SSD,No,Nvidia,GeForce MX130
Dell,Vostro 5370,Ultrabook,13.30,8,Windows 10,1.41,949.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.60,8,Windows 10,1.91,445.90,Standard,1366,768,No,No,No,AMD,2.50,A6-Series A6-9220,128,0,SSD,No,AMD,Radeon R4 Graphics
HP,Envy 17-U275cl,Notebook,17.30,16,Windows 10,2.90,1059.00,Full HD,1920,1080,No,Yes,No,Intel,1.80,Core i7 8550U,1024,0,HDD,No,Nvidia,GeForce MX150
MSI,GT73EVR 7RE,Gaming,17.30,16,Windows 10,4.14,2499.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.60,8,Windows 10,2.00,1699.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050M
Dell,Inspiron 5770,Notebook,17.30,8,Windows 10,2.80,1142.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530
Lenovo,IdeaPad 320-15ISK,Notebook,15.60,4,No OS,2.20,444.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.60,4,Windows 10,2.10,722.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.60,4,Windows 10,2.18,657.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 3567,Notebook,15.60,8,Windows 10,2.24,565.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R5 M430
Dell,Inspiron 5579,2 in 1 Convertible,15.60,8,Windows 10,2.67,799.00,Full HD,1920,1080,Yes,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Asus,ZenBook Flip,2 in 1 Convertible,13.30,8,Windows 10,1.10,1499.00,Full HD,1920,1080,Yes,No,No,Intel,1.80,Core i7 8550U,512,512,SSD,SSD,Intel,UHD Graphics 620
Lenovo,IdeaPad 320-15IKBN,Notebook,15.60,4,No OS,2.20,467.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
HP,Probook 470,Notebook,17.30,8,Windows 10,2.50,1018.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,1024,0,HDD,No,Nvidia,GeForce 930MX 
